Age,Churn,Contract Length_Monthly,Contract Length_Quarterly,CustomerID,Gender_Male,Last Interaction,Payment Delay,Subscription Type_Premium,Subscription Type_Standard,Support Calls,Tenure,Total Spend,Usage Frequency,Tenure_Age_Ratio,Spend_per_Usage,Support_Calls_per_Tenure
33,1.0,1,0,250259,0,16,0.0,0,1,5,15,673.7,21.0,0.4411764705882353,30.622727272727275,0.3125
65,1.0,0,1,250260,0,28,15.0,0,1,6,29,178.63,20.0,0.4393939393939394,8.506190476190476,0.2
56,1.0,0,0,250261,0,5,24.0,1,0,4,8,738.99,17.0,0.14035087719298245,41.055,0.4444444444444444
50,1.0,0,0,250263,0,25,29.0,0,0,2,5,925.28,11.0,0.09803921568627451,77.10666666666667,0.3333333333333333
20,1.0,0,0,250264,0,7,25.0,0,0,10,46,671.56,12.0,2.1904761904761907,51.65846153846154,0.2127659574468085
50,1.0,1,0,250265,1,20,10.0,0,0,7,16,499.34,16.0,0.3137254901960784,29.372941176470587,0.4117647058823529
58,1.0,0,0,250266,1,24,11.0,1,0,4,54,268.68,2.0,0.9152542372881356,89.56,0.07272727272727272
60,1.0,0,1,250267,0,1,13.0,0,0,3,11,699.66,1.0,0.18032786885245902,349.83,0.25
42,1.0,0,0,250268,0,14,24.0,0,1,3,27,426.34,24.0,0.627906976744186,17.0536,0.10714285714285714
29,1.0,0,1,250269,0,13,17.0,1,0,7,32,929.7,22.0,1.0666666666666667,40.42173913043479,0.21212121212121213
48,1.0,0,1,250270,0,17,5.0,0,0,7,35,835.45,15.0,0.7142857142857143,52.215625,0.19444444444444445
63,1.0,1,0,250271,1,2,14.0,0,1,10,9,357.25,25.0,0.140625,13.740384615384615,1.0
50,1.0,1,0,250272,0,3,1.0,0,1,10,6,151.04,24.0,0.11764705882352941,6.0416,1.4285714285714286
49,1.0,0,1,250273,1,17,25.0,1,0,2,6,948.38,18.0,0.12,49.91473684210526,0.2857142857142857
41,1.0,1,0,250274,1,5,14.0,0,1,1,40,181.09,7.0,0.9523809523809523,22.63625,0.024390243902439025
60,1.0,0,0,250275,0,5,30.0,1,0,4,19,176.61,11.0,0.3114754098360656,14.717500000000001,0.2
45,1.0,1,0,250277,0,13,18.0,0,0,8,12,191.75,8.0,0.2608695652173913,21.305555555555557,0.6153846153846154
21,1.0,0,0,250278,1,11,27.0,1,0,7,25,760.85,19.0,1.1363636363636365,38.042500000000004,0.2692307692307692
34,1.0,0,0,250279,0,27,4.0,1,0,8,16,835.31,30.0,0.45714285714285713,26.945483870967742,0.47058823529411764
39,1.0,0,1,250280,1,20,3.0,0,0,5,56,655.09,29.0,1.4,21.836333333333336,0.08771929824561403
55,1.0,0,1,250281,0,24,29.0,0,1,6,25,650.32,1.0,0.44642857142857145,325.16,0.23076923076923078
32,1.0,0,0,250282,1,10,1.0,1,0,5,10,846.7,3.0,0.30303030303030304,211.675,0.45454545454545453
64,1.0,0,0,250283,0,27,12.0,0,1,7,2,372.04,4.0,0.03076923076923077,74.408,2.3333333333333335
25,1.0,0,1,250285,1,7,11.0,0,0,5,42,639.78,18.0,1.6153846153846154,33.67263157894737,0.11627906976744186
56,1.0,1,0,250286,1,4,3.0,1,0,8,31,375.92,13.0,0.543859649122807,26.851428571428574,0.25
28,1.0,0,1,250287,0,1,0.0,0,1,4,28,370.2,18.0,0.9655172413793104,19.48421052631579,0.13793103448275862
58,1.0,0,1,250288,1,27,4.0,0,1,8,10,847.26,5.0,0.1694915254237288,141.21,0.7272727272727273
43,1.0,0,1,250290,0,30,11.0,0,0,7,48,129.95,4.0,1.0909090909090908,25.99,0.14285714285714285
61,1.0,0,0,250291,0,17,19.0,1,0,1,3,104.09,12.0,0.04838709677419355,8.006923076923076,0.25
60,1.0,0,1,250293,1,23,7.0,1,0,0,40,196.13,29.0,0.6557377049180327,6.5376666666666665,0.0
37,1.0,0,1,250294,0,29,29.0,0,1,3,47,341.82,25.0,1.236842105263158,13.146923076923077,0.0625
57,1.0,1,0,250296,1,20,27.0,0,1,2,39,694.07,17.0,0.6724137931034483,38.559444444444445,0.05
19,1.0,0,1,250297,0,26,11.0,0,1,10,9,394.12,23.0,0.45,16.421666666666667,1.0
59,1.0,1,0,250298,0,27,21.0,0,1,2,8,741.6,17.0,0.13333333333333333,41.2,0.2222222222222222
28,1.0,1,0,250299,1,5,9.0,1,0,7,17,198.18,26.0,0.5862068965517241,7.34,0.3888888888888889
61,1.0,0,0,250300,1,6,5.0,1,0,1,45,416.11,16.0,0.7258064516129032,24.47705882352941,0.021739130434782608
33,1.0,0,1,250301,1,4,16.0,0,0,8,16,506.19,2.0,0.47058823529411764,168.73,0.47058823529411764
49,1.0,0,1,250302,0,23,11.0,0,0,2,3,928.79,9.0,0.06,92.87899999999999,0.5
26,1.0,0,0,250303,0,21,8.0,0,0,6,24,471.13,23.0,0.8888888888888888,19.630416666666665,0.24
64,1.0,1,0,250304,1,27,20.0,0,1,1,4,336.22,27.0,0.06153846153846154,12.007857142857144,0.2
37,1.0,0,0,250306,0,24,22.0,0,0,4,56,953.86,23.0,1.4736842105263157,39.744166666666665,0.07017543859649122
28,1.0,1,0,250307,0,1,7.0,1,0,7,6,306.97,23.0,0.20689655172413793,12.790416666666667,1.0
57,1.0,0,1,250308,1,21,28.0,0,0,2,32,516.74,18.0,0.5517241379310345,27.19684210526316,0.06060606060606061
43,1.0,1,0,250309,1,2,4.0,0,1,1,47,988.31,23.0,1.0681818181818181,41.17958333333333,0.020833333333333332
58,1.0,0,0,250310,0,1,5.0,0,0,3,7,651.05,19.0,0.11864406779661017,32.552499999999995,0.375
54,1.0,1,0,250311,1,7,12.0,0,1,4,25,627.97,3.0,0.45454545454545453,156.9925,0.15384615384615385
41,1.0,1,0,250312,0,7,12.0,0,1,6,37,370.95,13.0,0.8809523809523809,26.49642857142857,0.15789473684210525
52,1.0,0,0,250313,1,16,7.0,0,1,2,33,641.62,30.0,0.6226415094339622,20.69741935483871,0.058823529411764705
34,1.0,0,0,250314,0,28,29.0,1,0,5,24,650.87,17.0,0.6857142857142857,36.159444444444446,0.2
24,1.0,0,0,250315,0,9,4.0,1,0,1,37,176.59,11.0,1.48,14.715833333333334,0.02631578947368421
20,1.0,0,1,250316,0,8,21.0,0,0,9,45,958.3,25.0,2.142857142857143,36.857692307692304,0.1956521739130435
46,1.0,0,0,250317,1,16,3.0,0,1,3,20,435.12,18.0,0.425531914893617,22.90105263157895,0.14285714285714285
59,1.0,0,1,250318,1,20,29.0,0,1,6,40,662.61,8.0,0.6666666666666666,73.62333333333333,0.14634146341463414
48,1.0,1,0,250319,0,8,29.0,1,0,0,7,108.32,6.0,0.14285714285714285,15.474285714285713,0.0
26,1.0,1,0,250320,1,16,2.0,0,0,9,8,394.71,17.0,0.2962962962962963,21.92833333333333,1.0
62,1.0,0,0,250321,0,14,11.0,0,0,9,55,741.48,25.0,0.873015873015873,28.51846153846154,0.16071428571428573
26,1.0,0,0,250322,0,3,23.0,0,1,4,45,335.58,30.0,1.6666666666666667,10.82516129032258,0.08695652173913043
29,1.0,0,0,250323,0,21,9.0,1,0,6,24,809.92,21.0,0.8,36.81454545454545,0.24
36,1.0,0,0,250324,1,14,9.0,0,1,9,14,314.26,29.0,0.3783783783783784,10.475333333333333,0.6
34,1.0,1,0,250325,1,29,25.0,0,1,10,13,560.75,23.0,0.37142857142857144,23.364583333333332,0.7142857142857143
55,1.0,1,0,250326,0,3,13.0,0,0,3,31,362.77,11.0,0.5535714285714286,30.230833333333333,0.09375
50,1.0,0,0,250327,1,28,4.0,1,0,2,32,428.29,3.0,0.6274509803921569,107.0725,0.06060606060606061
59,1.0,0,0,250328,0,24,19.0,0,0,7,27,341.32,30.0,0.45,11.01032258064516,0.25
20,1.0,0,0,250329,1,19,26.0,0,0,1,6,834.1,15.0,0.2857142857142857,52.13125,0.14285714285714285
34,1.0,1,0,250330,1,11,8.0,0,0,1,17,787.66,2.0,0.4857142857142857,262.55333333333334,0.05555555555555555
22,1.0,1,0,250331,0,27,15.0,0,1,9,15,389.41,24.0,0.6521739130434783,15.576400000000001,0.5625
61,1.0,0,0,250332,0,2,1.0,0,0,2,46,599.26,30.0,0.7419354838709677,19.330967741935485,0.0425531914893617
35,1.0,0,1,250333,0,13,22.0,0,0,6,40,837.71,19.0,1.1111111111111112,41.8855,0.14634146341463414
36,1.0,1,0,250334,1,18,9.0,1,0,0,8,861.48,16.0,0.21621621621621623,50.67529411764706,0.0
35,1.0,0,0,250335,0,27,22.0,0,0,8,15,877.81,14.0,0.4166666666666667,58.52066666666666,0.5
32,1.0,1,0,250336,0,8,9.0,0,1,6,51,575.43,18.0,1.5454545454545454,30.285789473684208,0.11538461538461539
29,1.0,1,0,250337,1,9,6.0,0,1,8,19,150.22,12.0,0.6333333333333333,11.555384615384614,0.4
45,1.0,0,0,250338,1,29,3.0,0,0,10,50,248.63,4.0,1.0869565217391304,49.726,0.19607843137254902
42,1.0,0,0,250339,0,16,4.0,1,0,10,17,386.49,15.0,0.3953488372093023,24.155625,0.5555555555555556
43,1.0,0,0,250340,1,10,13.0,0,1,6,46,338.81,10.0,1.0454545454545454,30.80090909090909,0.1276595744680851
21,1.0,1,0,250341,0,27,13.0,1,0,7,4,237.87,14.0,0.18181818181818182,15.858,1.4
49,1.0,0,0,250342,1,15,12.0,0,0,10,1,563.12,6.0,0.02,80.44571428571429,5.0
48,1.0,1,0,250343,1,1,2.0,0,1,3,37,473.86,21.0,0.7551020408163265,21.53909090909091,0.07894736842105263
53,1.0,0,0,250344,0,3,23.0,0,0,8,22,307.12,2.0,0.4074074074074074,102.37333333333333,0.34782608695652173
47,1.0,0,0,250345,1,29,18.0,0,0,0,4,473.54,28.0,0.08333333333333333,16.32896551724138,0.0
60,1.0,1,0,250346,1,10,4.0,0,0,8,60,602.83,12.0,0.9836065573770492,46.371538461538464,0.13114754098360656
39,1.0,1,0,250347,0,10,3.0,0,1,3,31,790.67,28.0,0.775,27.264482758620687,0.09375
26,1.0,0,1,250348,0,14,12.0,1,0,1,9,443.15,23.0,0.3333333333333333,18.464583333333334,0.1
26,1.0,0,1,250349,1,6,28.0,1,0,3,22,946.22,29.0,0.8148148148148148,31.540666666666667,0.13043478260869565
24,1.0,1,0,250350,1,19,12.0,0,0,2,54,955.01,13.0,2.16,68.215,0.03636363636363636
53,1.0,0,0,250351,1,25,15.0,0,1,2,53,593.23,23.0,0.9814814814814815,24.717916666666667,0.037037037037037035
38,1.0,0,0,250352,0,30,25.0,0,1,0,4,379.87,26.0,0.10256410256410256,14.06925925925926,0.0
29,1.0,1,0,250353,1,23,10.0,0,1,8,56,299.33,25.0,1.8666666666666667,11.512692307692307,0.14035087719298245
56,1.0,0,1,250354,0,14,30.0,0,0,3,5,549.87,21.0,0.08771929824561403,24.99409090909091,0.5
35,1.0,0,1,250355,0,22,6.0,1,0,8,23,829.79,24.0,0.6388888888888888,33.1916,0.3333333333333333
31,1.0,0,1,250356,0,10,11.0,0,1,8,38,537.64,28.0,1.1875,18.539310344827587,0.20512820512820512
38,1.0,1,0,250357,0,25,13.0,0,0,7,7,517.68,28.0,0.1794871794871795,17.851034482758617,0.875
44,1.0,0,0,250358,1,25,23.0,1,0,3,1,938.05,28.0,0.022222222222222223,32.34655172413793,1.5
20,1.0,0,1,250360,1,18,10.0,0,0,10,9,530.02,3.0,0.42857142857142855,132.505,1.0
40,1.0,0,1,250361,0,26,26.0,0,0,10,33,860.55,24.0,0.8048780487804879,34.422,0.29411764705882354
21,1.0,1,0,250362,0,28,23.0,1,0,1,55,105.75,2.0,2.5,35.25,0.017857142857142856
28,1.0,0,1,250363,0,15,3.0,1,0,6,55,511.57,26.0,1.896551724137931,18.94703703703704,0.10714285714285714
46,1.0,1,0,250364,0,26,22.0,0,0,4,57,935.7,15.0,1.2127659574468086,58.48125,0.06896551724137931
58,1.0,0,1,250365,0,28,17.0,0,1,0,32,173.3,15.0,0.5423728813559322,10.83125,0.0
50,1.0,0,0,250366,1,12,7.0,1,0,1,54,231.32,19.0,1.0588235294117647,11.565999999999999,0.01818181818181818
60,1.0,0,0,250367,1,10,18.0,0,0,9,46,589.86,1.0,0.7540983606557377,294.93,0.19148936170212766
42,1.0,0,0,250368,1,14,7.0,1,0,4,29,386.68,3.0,0.6744186046511628,96.67,0.13333333333333333
37,1.0,0,1,250369,0,28,30.0,0,1,7,45,712.38,29.0,1.1842105263157894,23.746,0.15217391304347827
32,1.0,1,0,250370,0,16,6.0,0,0,4,6,640.88,5.0,0.18181818181818182,106.81333333333333,0.5714285714285714
51,1.0,0,1,250371,1,19,10.0,0,1,0,26,877.83,15.0,0.5,54.864375,0.0
55,1.0,0,1,250372,0,3,15.0,0,1,2,12,485.37,3.0,0.21428571428571427,121.3425,0.15384615384615385
53,1.0,0,0,250373,1,18,2.0,1,0,2,50,520.93,6.0,0.9259259259259259,74.41857142857143,0.0392156862745098
26,1.0,0,0,250374,1,14,16.0,1,0,3,22,941.09,11.0,0.8148148148148148,78.42416666666666,0.13043478260869565
52,1.0,1,0,250375,0,17,9.0,0,1,2,1,287.84,18.0,0.018867924528301886,15.149473684210525,1.0
61,1.0,0,1,250376,0,28,2.0,0,1,6,25,814.57,25.0,0.4032258064516129,31.329615384615387,0.23076923076923078
62,1.0,1,0,250377,1,11,11.0,0,0,2,34,379.12,22.0,0.5396825396825397,16.483478260869564,0.05714285714285714
63,1.0,0,1,250378,1,1,29.0,0,0,6,11,652.89,4.0,0.171875,130.578,0.5
19,1.0,0,0,250379,0,7,25.0,1,0,7,40,702.12,6.0,2.0,100.30285714285715,0.17073170731707318
40,1.0,0,0,250380,1,2,16.0,0,0,10,56,801.44,12.0,1.3658536585365855,61.649230769230776,0.17543859649122806
52,1.0,0,0,250381,1,25,21.0,0,0,4,25,310.95,25.0,0.4716981132075472,11.959615384615384,0.15384615384615385
46,1.0,1,0,250382,0,12,18.0,0,1,0,40,334.22,10.0,0.851063829787234,30.383636363636366,0.0
21,1.0,1,0,250383,1,25,30.0,0,1,3,57,280.03,30.0,2.590909090909091,9.033225806451613,0.05172413793103448
49,1.0,0,0,250384,0,12,25.0,0,1,9,48,428.24,15.0,0.96,26.765,0.1836734693877551
50,1.0,0,0,250385,0,25,13.0,0,1,3,43,978.29,14.0,0.8431372549019608,65.21933333333332,0.06818181818181818
60,1.0,0,1,250386,1,13,10.0,0,1,1,59,165.17,17.0,0.9672131147540983,9.17611111111111,0.016666666666666666
27,1.0,1,0,250387,0,1,29.0,0,0,2,59,294.22,3.0,2.107142857142857,73.555,0.03333333333333333
37,1.0,0,0,250388,1,9,2.0,0,1,4,18,679.32,4.0,0.47368421052631576,135.864,0.21052631578947367
49,1.0,0,0,250389,1,11,30.0,1,0,1,46,892.75,5.0,0.92,148.79166666666666,0.02127659574468085
22,1.0,1,0,250390,1,29,18.0,0,0,8,23,880.35,20.0,1.0,41.92142857142857,0.3333333333333333
37,1.0,0,0,250391,1,2,19.0,0,1,5,6,231.05,30.0,0.15789473684210525,7.453225806451614,0.7142857142857143
33,1.0,0,1,250392,1,29,8.0,1,0,7,14,572.88,27.0,0.4117647058823529,20.46,0.4666666666666667
31,1.0,1,0,250393,1,21,26.0,0,0,10,36,186.14,26.0,1.125,6.894074074074074,0.2702702702702703
62,1.0,0,1,250394,1,4,2.0,0,1,3,37,280.91,26.0,0.5873015873015873,10.404074074074074,0.07894736842105263
50,1.0,0,1,250395,0,27,23.0,0,1,7,12,671.09,5.0,0.23529411764705882,111.84833333333334,0.5384615384615384
34,1.0,0,1,250396,0,14,26.0,0,0,5,54,368.74,16.0,1.542857142857143,21.69058823529412,0.09090909090909091
35,1.0,0,0,250397,1,17,5.0,0,1,8,49,567.88,6.0,1.3611111111111112,81.12571428571428,0.16
24,1.0,0,1,250399,0,22,25.0,0,0,0,2,914.96,14.0,0.08,60.99733333333334,0.0
26,1.0,1,0,250400,0,4,25.0,0,0,8,36,558.06,25.0,1.3333333333333333,21.463846153846152,0.21621621621621623
52,1.0,0,0,250401,1,7,16.0,1,0,7,33,531.14,23.0,0.6226415094339622,22.13083333333333,0.20588235294117646
55,1.0,0,1,250402,1,14,23.0,1,0,6,41,202.5,8.0,0.7321428571428571,22.5,0.14285714285714285
54,1.0,0,0,250403,1,13,24.0,0,0,10,14,717.06,9.0,0.2545454545454545,71.70599999999999,0.6666666666666666
39,1.0,0,0,250405,0,26,24.0,0,1,4,55,969.13,9.0,1.375,96.913,0.07142857142857142
53,1.0,1,0,250406,0,11,24.0,0,0,3,49,479.14,10.0,0.9074074074074074,43.558181818181815,0.06
20,1.0,0,1,250407,0,4,14.0,0,1,3,52,521.27,15.0,2.4761904761904763,32.579375,0.05660377358490566
38,1.0,0,0,250408,0,17,21.0,0,0,5,20,153.7,1.0,0.5128205128205128,76.85,0.23809523809523808
20,1.0,1,0,250409,1,22,2.0,0,0,7,21,928.25,20.0,1.0,44.20238095238095,0.3181818181818182
44,1.0,0,0,250410,0,18,13.0,0,0,7,28,263.08,23.0,0.6222222222222222,10.961666666666666,0.2413793103448276
20,1.0,0,0,250411,1,3,8.0,0,0,8,34,788.54,5.0,1.619047619047619,131.42333333333332,0.22857142857142856
26,1.0,0,1,250412,0,19,13.0,0,0,7,7,993.24,3.0,0.25925925925925924,248.31,0.875
35,1.0,0,0,250413,0,27,30.0,1,0,9,11,998.37,14.0,0.3055555555555556,66.558,0.75
58,1.0,0,1,250414,0,7,13.0,1,0,2,15,158.1,15.0,0.2542372881355932,9.88125,0.125
64,1.0,1,0,250415,1,18,1.0,0,0,6,7,736.4,9.0,0.1076923076923077,73.64,0.75
48,1.0,0,1,250416,0,21,28.0,0,1,2,25,654.94,23.0,0.5102040816326531,27.28916666666667,0.07692307692307693
61,1.0,1,0,250417,0,27,8.0,0,1,8,9,491.99,11.0,0.14516129032258066,40.99916666666667,0.8
36,1.0,0,0,250418,1,20,25.0,0,1,10,41,251.26,16.0,1.1081081081081081,14.78,0.23809523809523808
45,1.0,0,1,250419,0,29,21.0,0,1,8,2,899.38,23.0,0.043478260869565216,37.47416666666667,2.6666666666666665
19,1.0,0,0,250420,1,30,2.0,1,0,6,58,279.21,26.0,2.9,10.341111111111111,0.1016949152542373
31,1.0,1,0,250421,1,11,0.0,0,0,7,31,163.92,4.0,0.96875,32.784,0.21875
60,1.0,0,0,250422,1,26,8.0,0,0,7,14,423.99,14.0,0.22950819672131148,28.266000000000002,0.4666666666666667
56,1.0,0,1,250424,0,27,4.0,1,0,1,1,335.09,28.0,0.017543859649122806,11.554827586206896,0.5
22,1.0,0,0,250425,1,13,12.0,0,0,10,50,375.48,23.0,2.1739130434782608,15.645000000000001,0.19607843137254902
46,1.0,0,0,250426,0,8,2.0,1,0,3,43,264.44,11.0,0.9148936170212766,22.036666666666665,0.06818181818181818
23,1.0,1,0,250427,1,27,9.0,0,0,5,35,469.23,27.0,1.4583333333333333,16.758214285714285,0.1388888888888889
48,1.0,1,0,250428,1,18,30.0,1,0,8,22,933.67,28.0,0.4489795918367347,32.19551724137931,0.34782608695652173
63,1.0,0,1,250429,0,18,9.0,0,1,10,3,479.17,9.0,0.046875,47.917,2.5
25,1.0,0,1,250430,1,29,15.0,0,1,6,41,955.32,1.0,1.5769230769230769,477.66,0.14285714285714285
50,1.0,0,0,250431,0,24,17.0,0,1,3,20,964.18,25.0,0.39215686274509803,37.08384615384615,0.14285714285714285
48,1.0,1,0,250432,0,29,23.0,0,1,10,59,341.04,29.0,1.2040816326530612,11.368,0.16666666666666666
38,1.0,1,0,250433,1,13,6.0,0,1,2,5,568.49,14.0,0.1282051282051282,37.89933333333333,0.3333333333333333
39,1.0,0,1,250434,0,26,27.0,1,0,10,57,163.18,8.0,1.425,18.13111111111111,0.1724137931034483
65,1.0,1,0,250435,0,10,15.0,0,0,4,45,490.96,4.0,0.6818181818181818,98.192,0.08695652173913043
49,1.0,0,0,250436,1,2,24.0,1,0,0,8,239.79,8.0,0.16,26.64333333333333,0.0
33,1.0,0,0,250437,0,23,10.0,0,0,8,51,942.79,17.0,1.5,52.37722222222222,0.15384615384615385
18,1.0,0,0,250438,1,22,2.0,0,0,0,48,291.65,27.0,2.526315789473684,10.416071428571428,0.0
59,1.0,0,0,250439,1,17,12.0,1,0,10,8,190.38,30.0,0.13333333333333333,6.1412903225806454,1.1111111111111112
50,1.0,0,0,250440,1,14,16.0,0,1,7,6,771.34,8.0,0.11764705882352941,85.70444444444445,1.0
29,1.0,1,0,250441,1,24,19.0,0,0,6,34,776.92,9.0,1.1333333333333333,77.692,0.17142857142857143
51,1.0,1,0,250442,0,28,14.0,1,0,10,21,708.84,30.0,0.40384615384615385,22.865806451612904,0.45454545454545453
51,1.0,0,0,250443,1,8,16.0,1,0,1,59,269.39,15.0,1.1346153846153846,16.836875,0.016666666666666666
34,1.0,1,0,250444,1,12,16.0,0,0,3,19,198.44,7.0,0.5428571428571428,24.805,0.15
35,1.0,0,0,250445,0,13,29.0,0,0,6,9,111.51,25.0,0.25,4.288846153846154,0.6
47,1.0,0,1,250446,0,8,27.0,0,1,6,9,663.96,21.0,0.1875,30.180000000000003,0.6
36,1.0,1,0,250447,0,26,20.0,0,1,10,40,770.28,24.0,1.0810810810810811,30.8112,0.24390243902439024
28,1.0,0,1,250448,0,5,12.0,0,0,9,3,705.37,11.0,0.10344827586206896,58.780833333333334,2.25
33,1.0,1,0,250450,0,18,23.0,1,0,7,3,386.56,19.0,0.08823529411764706,19.328,1.75
25,1.0,0,0,250451,0,19,16.0,0,1,6,55,760.83,16.0,2.1153846153846154,44.754705882352944,0.10714285714285714
50,1.0,0,0,250452,0,25,10.0,0,0,3,48,523.57,11.0,0.9411764705882353,43.630833333333335,0.061224489795918366
18,1.0,1,0,250453,1,24,10.0,1,0,4,57,988.01,5.0,3.0,164.66833333333332,0.06896551724137931
29,1.0,0,0,250455,0,22,17.0,0,1,3,49,996.7,1.0,1.6333333333333333,498.35,0.06
52,1.0,0,0,250456,1,15,15.0,1,0,7,54,875.75,21.0,1.0188679245283019,39.80681818181818,0.12727272727272726
57,1.0,0,1,250457,1,3,20.0,0,1,7,18,121.07,24.0,0.3103448275862069,4.8427999999999995,0.3684210526315789
38,1.0,1,0,250458,1,8,1.0,1,0,1,54,378.59,4.0,1.3846153846153846,75.71799999999999,0.01818181818181818
35,1.0,1,0,250459,1,11,17.0,1,0,10,6,653.76,1.0,0.16666666666666666,326.88,1.4285714285714286
43,1.0,0,0,250460,1,3,22.0,1,0,9,51,702.27,3.0,1.1590909090909092,175.5675,0.17307692307692307
18,1.0,1,0,250461,1,24,0.0,0,0,2,52,556.1,25.0,2.736842105263158,21.388461538461538,0.03773584905660377
34,1.0,0,1,250462,1,23,28.0,0,1,3,8,339.17,22.0,0.22857142857142856,14.746521739130435,0.3333333333333333
37,1.0,1,0,250463,0,14,23.0,0,0,8,32,910.65,27.0,0.8421052631578947,32.52321428571428,0.24242424242424243
60,1.0,0,1,250464,1,29,21.0,0,1,8,40,749.19,5.0,0.6557377049180327,124.86500000000001,0.1951219512195122
65,1.0,0,1,250465,0,22,3.0,1,0,2,4,616.36,7.0,0.06060606060606061,77.045,0.4
49,1.0,0,1,250466,1,17,12.0,1,0,3,27,323.1,16.0,0.54,19.00588235294118,0.10714285714285714
60,1.0,0,1,250467,1,11,28.0,0,0,6,25,201.53,3.0,0.4098360655737705,50.3825,0.23076923076923078
31,1.0,0,1,250468,0,27,5.0,0,1,5,42,819.37,21.0,1.3125,37.24409090909091,0.11627906976744186
45,1.0,1,0,250469,0,6,25.0,0,0,7,39,143.89,3.0,0.8478260869565217,35.9725,0.175
56,1.0,0,0,250470,1,30,14.0,0,1,5,34,168.63,3.0,0.5964912280701754,42.1575,0.14285714285714285
31,1.0,0,0,250471,1,5,12.0,0,1,9,11,564.11,15.0,0.34375,35.256875,0.75
59,1.0,1,0,250472,0,25,9.0,0,1,7,53,971.45,30.0,0.8833333333333333,31.33709677419355,0.12962962962962962
37,1.0,1,0,250473,1,19,2.0,0,1,10,10,812.32,12.0,0.2631578947368421,62.48615384615385,0.9090909090909091
21,1.0,0,1,250474,0,22,20.0,0,0,4,4,940.73,11.0,0.18181818181818182,78.39416666666666,0.8
40,1.0,0,1,250475,0,28,18.0,0,1,1,13,412.9,25.0,0.3170731707317073,15.88076923076923,0.07142857142857142
19,1.0,1,0,250476,1,30,5.0,1,0,5,35,265.36,18.0,1.75,13.966315789473684,0.1388888888888889
36,1.0,0,0,250477,0,4,23.0,0,0,3,16,469.52,21.0,0.43243243243243246,21.34181818181818,0.17647058823529413
31,1.0,0,1,250478,1,18,5.0,0,0,1,16,796.81,7.0,0.5,99.60125,0.058823529411764705
62,1.0,0,1,250479,0,22,27.0,1,0,8,12,368.44,18.0,0.19047619047619047,19.39157894736842,0.6153846153846154
40,1.0,0,1,250481,0,18,28.0,0,0,7,59,760.04,7.0,1.4390243902439024,95.005,0.11666666666666667
51,1.0,0,0,250482,0,19,23.0,1,0,7,31,741.35,26.0,0.5961538461538461,27.45740740740741,0.21875
38,1.0,0,0,250483,1,23,3.0,0,1,2,45,319.28,30.0,1.1538461538461537,10.299354838709677,0.043478260869565216
41,1.0,1,0,250484,0,24,12.0,1,0,0,49,265.93,13.0,1.1666666666666667,18.995,0.0
42,1.0,1,0,250485,1,12,20.0,0,1,10,37,853.64,20.0,0.8604651162790697,40.64952380952381,0.2631578947368421
64,1.0,0,1,250486,0,21,5.0,0,0,7,3,134.1,11.0,0.046153846153846156,11.174999999999999,1.75
59,1.0,0,1,250487,0,30,7.0,1,0,10,36,638.85,20.0,0.6,30.42142857142857,0.2702702702702703
33,1.0,0,1,250488,1,7,24.0,1,0,8,1,506.76,11.0,0.029411764705882353,42.23,4.0
52,1.0,0,1,250489,1,27,28.0,0,0,1,9,570.01,23.0,0.16981132075471697,23.750416666666666,0.1
62,1.0,1,0,250490,1,30,1.0,1,0,7,41,853.73,24.0,0.6507936507936508,34.1492,0.16666666666666666
52,1.0,0,1,250491,0,13,28.0,1,0,1,53,534.48,26.0,1.0,19.795555555555556,0.018518518518518517
41,1.0,0,1,250493,1,23,28.0,0,0,8,17,963.78,1.0,0.40476190476190477,481.89,0.4444444444444444
24,1.0,0,1,250494,1,12,15.0,0,0,0,37,480.23,10.0,1.48,43.657272727272726,0.0
63,1.0,0,1,250495,1,6,24.0,0,0,3,57,527.64,24.0,0.890625,21.1056,0.05172413793103448
29,1.0,1,0,250496,0,17,1.0,1,0,4,53,729.19,9.0,1.7666666666666666,72.91900000000001,0.07407407407407407
54,1.0,0,1,250497,1,30,22.0,0,1,4,2,437.53,17.0,0.03636363636363636,24.307222222222222,1.3333333333333333
58,1.0,0,1,250498,0,26,2.0,1,0,10,39,234.23,17.0,0.6610169491525424,13.012777777777778,0.25
43,1.0,1,0,250499,1,19,8.0,1,0,5,46,593.01,16.0,1.0454545454545454,34.88294117647059,0.10638297872340426
19,1.0,0,1,250500,0,7,10.0,0,0,4,11,664.61,30.0,0.55,21.43903225806452,0.3333333333333333
32,1.0,0,1,250501,0,6,18.0,0,0,7,29,635.63,27.0,0.8787878787878788,22.701071428571428,0.23333333333333334
64,1.0,0,0,250502,0,16,1.0,0,0,7,52,928.89,5.0,0.8,154.815,0.1320754716981132
63,1.0,0,1,250503,1,15,28.0,0,1,10,55,502.19,6.0,0.859375,71.74142857142857,0.17857142857142858
56,1.0,1,0,250504,0,6,18.0,0,0,7,59,266.14,1.0,1.0350877192982457,133.07,0.11666666666666667
50,1.0,0,0,250505,0,28,30.0,1,0,1,9,342.33,16.0,0.17647058823529413,20.13705882352941,0.1
27,1.0,0,1,250506,0,18,14.0,0,0,0,54,516.03,6.0,1.9285714285714286,73.71857142857142,0.0
