CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Monthly,Contract Length_Quarterly
19182,32,26,4.0,7,6.0,715.0,21,1.0,0,0,0,0,0
19183,41,60,24.0,8,4.0,267.0,7,1.0,0,0,0,0,0
19184,59,40,6.0,9,5.0,580.0,25,1.0,1,0,0,0,0
19185,56,39,2.0,6,25.0,844.0,6,1.0,1,0,0,0,0
19186,48,25,9.0,10,14.0,578.0,15,1.0,1,0,1,1,0
19187,35,52,1.0,6,28.0,121.0,22,1.0,1,0,0,0,1
19188,29,17,14.0,5,5.0,708.0,8,1.0,0,0,0,0,1
19189,35,5,30.0,2,22.0,530.0,14,1.0,0,0,0,1,0
19190,34,4,14.0,4,24.0,257.0,12,1.0,0,0,1,1,0
19191,52,52,14.0,6,8.0,172.0,11,1.0,0,1,0,0,0
19192,19,38,25.0,3,7.0,453.0,10,1.0,1,0,0,1,0
19193,53,52,21.0,8,7.0,208.0,13,1.0,1,0,0,0,0
19194,38,14,15.0,0,26.0,903.0,15,1.0,0,0,0,0,0
19195,38,21,3.0,9,26.0,319.0,4,1.0,1,1,0,0,1
19196,23,54,13.0,0,16.0,203.0,22,1.0,1,0,0,1,0
19197,55,42,3.0,4,4.0,823.0,9,1.0,0,1,0,1,0
19198,31,48,8.0,9,2.0,973.0,20,1.0,0,0,1,1,0
19199,24,58,19.0,9,11.0,466.0,12,1.0,0,0,1,1,0
19200,26,57,15.0,4,10.0,197.0,13,1.0,1,1,0,0,1
19201,63,51,28.0,10,10.0,791.0,22,1.0,0,0,0,0,0
19202,34,28,19.0,9,11.0,712.0,8,1.0,0,0,0,1,0
19203,31,14,23.0,1,20.0,622.0,8,1.0,0,1,0,1,0
19204,44,34,6.0,6,1.0,676.0,5,1.0,0,0,1,0,0
19205,38,45,21.0,8,23.0,667.0,20,1.0,0,0,0,1,0
19206,34,32,1.0,0,2.0,505.0,15,1.0,0,1,0,1,0
19207,31,31,19.0,10,26.0,607.0,5,1.0,0,1,0,0,0
19208,27,17,24.0,10,22.0,108.0,24,1.0,1,0,1,1,0
19209,45,57,9.0,3,0.0,914.0,28,1.0,0,1,0,0,1
19210,65,29,8.0,6,17.0,793.0,22,1.0,1,1,0,1,0
19211,32,36,7.0,1,14.0,650.0,11,1.0,1,0,1,1,0
19212,30,20,28.0,5,27.0,673.0,3,1.0,0,1,0,0,1
19213,51,16,12.0,6,15.0,111.0,8,1.0,1,1,0,0,1
19214,29,26,19.0,7,22.0,176.0,9,1.0,1,0,1,0,1
19215,43,40,10.0,9,7.0,217.0,20,1.0,0,0,0,0,1
19216,23,20,30.0,9,15.0,711.0,4,1.0,0,0,0,0,0
19217,47,30,1.0,1,0.0,142.0,9,1.0,1,0,1,1,0
19218,27,1,6.0,9,0.0,431.0,22,1.0,0,0,0,1,0
19219,26,26,18.0,3,30.0,770.0,28,1.0,1,0,0,1,0
19220,50,41,21.0,0,7.0,712.0,19,0.0,1,0,0,0,0
19221,36,39,4.0,7,5.0,484.0,26,1.0,1,0,1,0,1
19222,49,52,26.0,6,2.0,786.0,7,1.0,1,0,1,0,1
19223,28,44,16.0,1,5.0,677.0,18,1.0,1,0,1,1,0
19224,42,38,9.0,2,29.0,742.0,30,1.0,0,0,1,1,0
19225,58,45,2.0,4,8.0,981.0,19,1.0,1,0,0,0,1
19226,53,38,16.0,8,0.0,642.0,28,1.0,0,1,0,1,0
19227,56,29,22.0,7,26.0,438.0,12,1.0,1,0,0,1,0
19228,59,6,5.0,9,23.0,157.0,3,1.0,1,0,1,1,0
19229,20,3,10.0,3,24.0,420.0,2,1.0,1,0,0,0,1
19230,39,55,1.0,0,12.0,843.0,14,0.0,1,0,1,0,1
19231,54,57,1.0,1,30.0,466.0,2,1.0,1,0,0,0,0
19232,34,60,1.0,7,24.0,876.0,28,1.0,1,0,0,0,1
19233,62,18,17.0,4,9.0,555.0,22,1.0,1,0,0,1,0
19234,40,48,15.0,9,19.0,122.0,16,1.0,1,1,0,0,0
19235,27,9,21.0,8,30.0,760.0,8,1.0,0,0,1,0,1
19236,46,1,28.0,8,5.0,420.0,22,1.0,1,0,1,0,1
19237,35,9,26.0,0,9.0,580.0,19,0.0,1,1,0,0,0
19238,53,19,11.0,9,23.0,212.0,6,1.0,1,0,1,1,0
19239,62,46,16.0,6,8.0,899.0,25,1.0,0,0,1,1,0
19240,63,30,16.0,5,27.0,177.0,11,1.0,0,1,0,0,1
19241,45,21,15.0,1,1.0,220.0,15,1.0,1,0,0,0,1
19242,40,6,28.0,5,15.0,840.0,6,1.0,1,0,0,0,0
19243,65,38,29.0,7,10.0,705.0,5,1.0,0,1,0,0,0
19244,31,59,20.0,7,5.0,596.0,21,1.0,1,0,1,0,1
19245,51,41,19.0,9,16.0,276.0,21,1.0,0,0,0,0,1
19246,60,41,25.0,1,30.0,254.0,29,1.0,1,1,0,0,1
19247,55,51,29.0,5,16.0,799.0,8,1.0,1,0,1,1,0
19248,28,28,10.0,4,20.0,779.0,10,1.0,0,0,1,0,0
19249,34,12,2.0,7,14.0,195.0,3,1.0,1,1,0,1,0
19250,33,34,2.0,1,0.0,133.0,15,1.0,1,0,0,1,0
19251,25,11,5.0,8,29.0,517.0,29,1.0,1,0,1,0,1
19252,21,10,15.0,3,2.0,535.0,28,1.0,0,0,1,0,1
19253,58,43,25.0,4,17.0,869.0,25,1.0,1,1,0,0,0
19254,45,4,19.0,3,12.0,634.0,3,0.0,0,1,0,0,1
19255,32,9,4.0,1,10.0,877.0,23,1.0,0,0,0,0,1
19256,56,59,4.0,1,2.0,209.0,10,1.0,0,0,1,0,1
19257,49,29,2.0,9,14.0,627.0,10,1.0,0,0,1,1,0
19258,48,26,23.0,2,12.0,739.0,3,0.0,0,0,1,0,0
19259,39,15,13.0,8,30.0,627.0,8,1.0,0,1,0,0,1
19260,49,59,24.0,6,30.0,426.0,24,1.0,1,1,0,0,0
19261,53,26,2.0,1,27.0,884.0,8,1.0,0,1,0,0,0
19262,52,12,10.0,2,11.0,654.0,19,1.0,0,0,0,0,1
19263,48,54,12.0,8,17.0,765.0,15,1.0,1,0,1,1,0
19264,49,51,28.0,3,1.0,143.0,10,1.0,1,1,0,0,0
19265,63,6,16.0,4,12.0,754.0,20,1.0,1,0,0,1,0
19266,18,25,1.0,2,6.0,257.0,23,1.0,1,0,1,1,0
19267,26,12,24.0,10,21.0,471.0,23,1.0,0,1,0,1,0
19268,36,59,19.0,1,2.0,998.0,20,1.0,0,0,0,0,0
19269,19,33,30.0,3,19.0,253.0,17,1.0,1,0,1,1,0
19270,21,48,6.0,2,10.0,332.0,1,1.0,1,0,1,0,0
19271,28,2,5.0,3,2.0,730.0,7,1.0,0,0,0,0,1
19272,63,57,19.0,10,25.0,168.0,15,1.0,1,0,0,1,0
19273,34,40,24.0,1,20.0,621.0,4,0.0,0,0,0,0,0
19274,54,14,5.0,8,30.0,126.0,24,1.0,0,1,0,0,0
19275,57,56,16.0,7,20.0,787.0,12,1.0,1,0,1,0,0
19276,39,54,11.0,7,4.0,929.0,3,1.0,0,0,1,0,1
19277,33,43,19.0,3,11.0,840.0,28,0.0,1,0,0,0,1
19278,38,19,20.0,3,4.0,126.0,7,1.0,1,1,0,1,0
19279,44,41,30.0,7,8.0,284.0,20,1.0,0,0,0,0,0
19280,34,23,15.0,2,8.0,211.0,15,1.0,1,0,1,0,1
19281,25,6,29.0,5,16.0,977.0,5,1.0,0,0,1,0,1
19282,47,57,9.0,10,26.0,810.0,15,1.0,0,1,0,0,0
19283,26,19,20.0,10,28.0,504.0,18,1.0,1,1,0,1,0
19284,28,5,6.0,0,21.0,976.0,26,1.0,1,1,0,0,1
19285,46,9,22.0,2,10.0,578.0,9,0.0,0,0,0,0,0
19286,44,4,13.0,10,3.0,979.0,27,1.0,1,1,0,1,0
19287,56,49,30.0,6,19.0,227.0,9,1.0,1,1,0,1,0
19288,56,12,11.0,7,28.0,577.0,21,1.0,0,1,0,1,0
19289,43,46,1.0,5,22.0,580.0,26,1.0,0,1,0,1,0
19290,46,45,9.0,3,25.0,412.0,15,1.0,1,0,1,0,0
19291,54,16,28.0,5,24.0,844.0,9,1.0,0,0,1,1,0
19292,41,55,27.0,1,26.0,405.0,6,1.0,1,0,0,1,0
19293,61,27,13.0,6,8.0,544.0,15,1.0,0,0,0,0,0
19294,19,29,24.0,2,11.0,887.0,14,1.0,1,0,1,0,0
19295,49,3,1.0,4,28.0,553.0,22,1.0,0,1,0,0,1
19296,45,56,20.0,8,16.0,244.0,25,1.0,0,1,0,0,0
19297,51,32,21.0,4,15.0,922.0,24,1.0,1,0,1,0,1
19298,42,41,14.0,10,23.0,117.0,28,1.0,1,1,0,0,1
19299,43,49,16.0,4,3.0,545.0,26,0.0,1,0,1,0,0
19300,38,31,11.0,0,29.0,882.0,20,1.0,1,0,1,1,0
19301,54,13,18.0,4,1.0,788.0,10,1.0,0,0,0,1,0
19302,38,45,29.0,0,27.0,401.0,7,1.0,1,0,0,0,1
19303,54,13,10.0,4,10.0,631.0,1,1.0,1,0,0,1,0
19304,39,11,18.0,10,15.0,565.0,14,1.0,1,1,0,1,0
19305,44,35,30.0,7,24.0,881.0,26,1.0,0,1,0,0,1
19306,62,49,5.0,9,1.0,800.0,4,1.0,1,0,0,0,1
19307,54,43,7.0,8,0.0,378.0,26,1.0,0,0,1,0,0
19308,51,27,30.0,1,12.0,985.0,22,1.0,1,1,0,0,0
19309,54,34,15.0,3,23.0,802.0,10,1.0,1,1,0,0,0
19310,55,49,15.0,3,27.0,174.0,23,1.0,0,0,0,0,1
19311,21,60,2.0,7,6.0,413.0,23,1.0,1,0,0,1,0
19312,42,11,11.0,7,12.0,926.0,29,1.0,0,1,0,0,1
19313,26,47,23.0,1,20.0,971.0,5,1.0,1,1,0,1,0
19314,19,39,15.0,5,9.0,558.0,19,1.0,0,1,0,0,1
19315,50,40,7.0,10,16.0,919.0,21,1.0,0,0,1,1,0
19316,42,12,4.0,6,28.0,228.0,27,1.0,0,0,0,0,1
19317,37,8,19.0,7,11.0,186.0,30,1.0,0,0,0,0,1
19318,44,57,29.0,6,27.0,901.0,26,1.0,1,0,0,0,0
19319,44,51,10.0,10,10.0,937.0,13,1.0,0,1,0,1,0
19320,38,31,22.0,0,24.0,823.0,30,1.0,0,0,0,0,0
19321,24,32,18.0,5,12.0,516.0,21,1.0,1,1,0,0,1
19322,33,60,25.0,7,29.0,897.0,23,1.0,0,1,0,1,0
19323,18,12,26.0,4,5.0,384.0,13,1.0,1,0,0,0,0
19324,57,29,15.0,9,24.0,902.0,17,1.0,0,1,0,0,1
19325,51,51,25.0,6,14.0,190.0,21,1.0,1,0,0,0,1
19326,56,58,24.0,9,2.0,665.0,23,1.0,0,1,0,0,1
19327,28,42,7.0,1,5.0,292.0,14,1.0,0,0,1,1,0
19328,46,51,12.0,8,29.0,375.0,13,1.0,0,1,0,1,0
19329,21,12,1.0,9,4.0,574.0,4,1.0,0,0,0,0,1
19330,44,57,1.0,6,11.0,206.0,27,1.0,1,0,1,0,1
19331,51,57,13.0,7,13.0,672.0,5,1.0,1,0,0,1,0
19332,65,29,24.0,10,24.0,818.0,14,1.0,1,0,0,1,0
19333,65,54,20.0,2,16.0,890.0,14,1.0,0,1,0,0,0
19334,18,7,27.0,2,0.0,446.0,2,1.0,1,0,1,0,1
19335,25,19,13.0,2,29.0,176.0,29,1.0,0,0,1,0,0
19336,48,3,27.0,8,20.0,942.0,8,1.0,0,0,0,1,0
19337,47,45,13.0,4,3.0,255.0,7,1.0,0,1,0,0,0
19338,18,35,7.0,9,26.0,616.0,3,1.0,0,1,0,0,0
19339,55,2,19.0,1,11.0,276.0,29,1.0,1,0,1,1,0
19340,60,56,12.0,0,15.0,950.0,18,1.0,1,0,1,0,1
19341,42,26,2.0,4,16.0,719.0,4,0.0,0,0,1,0,1
19342,52,55,7.0,4,26.0,322.0,24,1.0,0,0,1,0,1
19343,31,51,8.0,3,16.0,274.0,1,1.0,1,0,0,0,1
19344,54,53,30.0,10,18.0,145.0,1,1.0,1,1,0,1,0
19345,18,59,2.0,10,22.0,773.0,7,1.0,0,0,1,1,0
19346,30,32,25.0,9,4.0,422.0,19,1.0,0,1,0,1,0
19347,34,48,21.0,1,22.0,734.0,12,1.0,1,0,0,0,0
19348,65,8,25.0,8,5.0,280.0,7,1.0,1,0,0,1,0
19349,55,22,1.0,6,6.0,777.0,27,1.0,1,1,0,1,0
19350,60,56,3.0,1,19.0,990.0,14,1.0,0,0,0,0,0
19351,24,42,27.0,5,5.0,863.0,23,1.0,0,0,0,0,0
19352,26,20,30.0,10,6.0,347.0,2,1.0,1,0,0,0,0
19353,30,46,20.0,1,13.0,127.0,23,1.0,0,0,0,0,1
19354,22,16,16.0,9,10.0,939.0,1,1.0,0,0,1,1,0
19355,45,3,23.0,6,28.0,175.0,30,1.0,0,0,0,1,0
19356,58,10,7.0,7,6.0,221.0,4,1.0,0,0,0,0,0
19357,39,37,6.0,3,23.0,473.0,30,1.0,0,0,1,0,0
19358,25,5,25.0,5,30.0,767.0,2,1.0,1,1,0,0,1
19359,19,24,11.0,9,10.0,268.0,8,1.0,0,1,0,0,1
19360,56,15,15.0,3,1.0,242.0,28,1.0,1,1,0,1,0
19361,24,40,16.0,7,23.0,722.0,4,1.0,1,1,0,0,1
19362,38,23,25.0,10,10.0,510.0,26,1.0,1,0,0,0,1
19363,41,41,24.0,6,6.0,553.0,23,1.0,1,1,0,0,0
19364,55,44,19.0,0,16.0,433.0,8,1.0,0,0,0,0,0
19365,43,33,17.0,3,26.0,235.0,13,1.0,0,0,1,1,0
19366,54,23,10.0,9,8.0,749.0,8,1.0,1,1,0,0,1
19367,50,16,23.0,6,10.0,880.0,8,1.0,1,1,0,1,0
19368,57,55,29.0,4,25.0,211.0,2,1.0,0,0,1,1,0
19369,38,25,17.0,1,6.0,463.0,4,1.0,0,0,1,1,0
19370,50,2,4.0,9,20.0,195.0,23,1.0,1,1,0,1,0
19371,26,11,18.0,4,18.0,433.0,7,1.0,0,0,0,1,0
19372,38,16,19.0,7,29.0,932.0,17,1.0,0,1,0,0,1
19373,42,51,12.0,9,24.0,152.0,6,1.0,0,0,1,1,0
19374,58,58,21.0,3,26.0,345.0,6,1.0,0,1,0,0,0
19375,19,22,5.0,4,20.0,757.0,16,1.0,1,1,0,1,0
19376,59,33,13.0,9,8.0,643.0,15,1.0,1,1,0,1,0
19377,55,5,1.0,0,4.0,219.0,4,1.0,1,0,0,0,1
19378,46,20,17.0,4,21.0,196.0,3,1.0,1,0,0,0,0
19379,27,35,4.0,3,18.0,337.0,19,1.0,0,1,0,0,1
19380,18,47,27.0,1,3.0,940.0,25,1.0,0,0,0,0,0
19381,56,50,8.0,5,19.0,507.0,4,1.0,0,1,0,0,1
19382,49,47,28.0,7,15.0,999.0,2,1.0,1,0,1,0,1
19383,60,37,4.0,0,17.0,571.0,29,1.0,1,1,0,0,0
19384,24,6,11.0,6,25.0,463.0,5,1.0,1,1,0,1,0
19385,38,10,22.0,5,30.0,824.0,30,1.0,0,0,1,0,0
19386,30,28,17.0,3,26.0,921.0,28,1.0,1,1,0,0,0
19387,53,32,29.0,8,6.0,872.0,29,1.0,0,1,0,0,0
19388,33,53,13.0,7,10.0,580.0,14,1.0,0,0,0,1,0
19389,18,53,29.0,9,13.0,489.0,20,1.0,1,0,0,1,0
19390,59,55,17.0,9,11.0,289.0,14,1.0,0,0,1,0,0
19391,45,19,30.0,2,26.0,357.0,26,1.0,0,1,0,0,0
19392,59,11,12.0,5,1.0,480.0,28,1.0,1,0,1,0,1
19393,51,9,21.0,9,27.0,469.0,11,1.0,1,1,0,0,0
19394,26,17,19.0,9,3.0,933.0,26,1.0,1,1,0,0,0
19395,65,35,26.0,2,22.0,902.0,20,1.0,0,1,0,1,0
19396,62,8,13.0,8,11.0,473.0,3,1.0,0,0,0,0,1
19397,45,6,12.0,6,21.0,641.0,20,1.0,1,1,0,1,0
19398,18,27,4.0,1,11.0,211.0,25,1.0,1,0,0,0,1
19399,63,44,20.0,10,18.0,541.0,11,1.0,1,0,0,1,0
19400,29,49,25.0,6,10.0,451.0,13,1.0,0,0,0,1,0
19401,31,12,26.0,4,14.0,688.0,10,1.0,1,1,0,1,0
19402,27,7,13.0,2,6.0,471.0,27,1.0,1,1,0,0,0
19403,28,20,20.0,7,6.0,310.0,18,1.0,0,1,0,0,0
19404,60,46,1.0,9,16.0,807.0,28,1.0,0,0,0,0,0
19405,49,38,17.0,3,27.0,414.0,3,1.0,0,0,1,0,0
19406,51,54,22.0,1,9.0,586.0,26,1.0,1,0,1,0,1
19407,45,31,7.0,1,12.0,708.0,10,0.0,1,0,1,0,0
19408,29,24,17.0,2,1.0,556.0,1,1.0,1,1,0,1,0
19409,27,38,6.0,5,4.0,552.0,20,1.0,1,1,0,0,1
19410,59,18,26.0,2,13.0,819.0,23,1.0,1,0,1,1,0
19411,55,44,18.0,10,19.0,436.0,4,1.0,1,1,0,1,0
19412,19,16,30.0,3,26.0,375.0,12,1.0,1,0,1,0,0
19413,38,17,5.0,5,25.0,785.0,21,1.0,0,1,0,1,0
19414,62,51,5.0,6,12.0,511.0,7,1.0,1,0,0,0,0
19415,61,33,14.0,5,6.0,190.0,18,1.0,0,0,0,0,0
19416,55,34,4.0,8,1.0,441.0,24,1.0,1,0,1,1,0
19417,52,8,23.0,6,6.0,839.0,16,1.0,1,0,0,1,0
19418,48,17,6.0,9,29.0,221.0,29,1.0,1,1,0,0,0
19419,30,7,10.0,10,0.0,740.0,19,1.0,1,0,1,0,0
19420,50,26,24.0,0,28.0,980.0,1,1.0,1,0,0,1,0
19421,28,35,17.0,9,28.0,281.0,17,1.0,0,0,0,1,0
19422,28,11,24.0,2,10.0,246.0,17,1.0,0,1,0,0,0
19423,24,21,13.0,6,17.0,283.0,26,1.0,1,1,0,0,0
19424,29,16,25.0,1,27.0,145.0,2,1.0,1,0,0,1,0
19425,33,36,5.0,6,14.0,860.0,18,1.0,1,0,0,0,1
19426,41,44,4.0,3,4.0,494.0,26,1.0,0,0,0,1,0
19427,60,34,13.0,9,12.0,364.0,27,1.0,1,1,0,0,1
19428,44,32,26.0,3,14.0,123.0,2,1.0,1,0,0,1,0
19429,52,25,22.0,1,10.0,787.0,20,1.0,1,0,0,0,1
19430,18,43,3.0,2,6.0,939.0,20,1.0,0,1,0,0,0
19431,31,36,5.0,9,22.0,634.0,5,1.0,1,1,0,1,0
19432,28,46,11.0,7,16.0,772.0,13,1.0,1,1,0,0,1
19433,56,6,3.0,0,6.0,976.0,23,1.0,1,1,0,1,0
19434,55,26,16.0,8,3.0,235.0,25,1.0,1,0,1,0,1
19435,23,54,19.0,2,25.0,292.0,19,1.0,1,0,0,0,1
19436,47,55,4.0,10,28.0,614.0,21,1.0,0,0,1,0,0
19437,37,11,19.0,1,10.0,508.0,20,1.0,1,1,0,1,0
19438,63,47,2.0,2,23.0,672.0,11,1.0,0,0,0,0,1
19439,58,58,21.0,10,5.0,899.0,9,1.0,1,0,1,1,0
19440,36,30,14.0,0,8.0,248.0,30,1.0,1,1,0,0,0
19441,38,26,14.0,7,28.0,369.0,3,1.0,1,0,0,0,1
19442,50,47,5.0,6,6.0,454.0,18,1.0,0,1,0,0,1
19443,26,8,14.0,3,3.0,418.0,26,1.0,0,0,1,0,1
19444,30,34,1.0,7,13.0,442.0,15,1.0,1,0,0,0,1
19445,56,49,8.0,10,18.0,101.0,17,1.0,1,0,0,0,1
19446,39,14,12.0,3,19.0,979.0,28,0.0,1,0,0,0,0
19447,38,23,22.0,0,25.0,210.0,8,1.0,1,0,0,0,0
19448,23,7,29.0,4,3.0,640.0,25,1.0,0,1,0,1,0
19449,49,45,30.0,2,14.0,873.0,2,0.0,0,0,1,0,0
19450,33,30,18.0,8,27.0,218.0,12,1.0,1,1,0,0,1
19451,33,52,7.0,3,1.0,800.0,26,1.0,0,0,0,0,0
19452,50,12,22.0,9,7.0,895.0,8,1.0,1,1,0,0,0
19453,32,40,7.0,10,25.0,500.0,4,1.0,1,0,0,1,0
19454,48,52,26.0,4,18.0,240.0,11,1.0,1,1,0,0,1
19455,40,26,5.0,5,19.0,290.0,16,1.0,1,0,1,0,0
19456,51,20,15.0,7,9.0,813.0,30,1.0,0,0,1,0,0
19457,22,33,17.0,3,20.0,907.0,11,1.0,1,1,0,0,0
19458,37,53,30.0,1,8.0,313.0,13,1.0,0,0,1,1,0
19459,53,27,25.0,9,22.0,110.0,13,1.0,0,0,0,0,1
19460,29,5,19.0,0,30.0,883.0,14,1.0,0,0,1,0,0
19461,36,27,10.0,9,17.0,690.0,7,1.0,1,1,0,1,0
19462,64,55,12.0,3,1.0,261.0,1,1.0,1,0,1,0,0
19463,64,51,8.0,7,17.0,894.0,17,1.0,1,0,1,0,0
19464,46,21,4.0,9,13.0,985.0,12,1.0,0,0,0,0,1
19465,26,21,13.0,9,5.0,656.0,9,1.0,1,0,0,0,1
19466,27,54,20.0,1,24.0,379.0,26,1.0,1,0,1,1,0
19467,61,39,1.0,9,30.0,768.0,9,1.0,0,0,0,1,0
19468,23,29,11.0,4,0.0,980.0,30,1.0,0,0,0,1,0
19469,61,33,22.0,4,14.0,713.0,17,1.0,0,0,0,1,0
19470,52,17,17.0,9,9.0,407.0,11,1.0,0,0,0,0,0
19471,47,20,21.0,6,21.0,164.0,20,1.0,0,0,1,1,0
19472,31,54,8.0,1,22.0,715.0,5,1.0,1,1,0,0,0
19473,20,14,18.0,7,14.0,555.0,26,1.0,0,1,0,1,0
19474,20,38,18.0,4,11.0,874.0,2,1.0,1,0,1,1,0
19475,32,34,11.0,5,11.0,295.0,20,1.0,1,1,0,0,1
19476,39,38,19.0,6,1.0,515.0,28,1.0,0,1,0,0,0
19477,31,54,16.0,1,25.0,924.0,13,1.0,1,0,0,0,1
19478,39,16,1.0,10,4.0,314.0,12,1.0,0,1,0,0,0
19479,31,28,3.0,3,7.0,995.0,14,0.0,0,0,1,0,0
19480,61,32,9.0,7,0.0,953.0,28,1.0,1,0,1,1,0
19481,65,20,16.0,1,22.0,774.0,14,1.0,1,0,0,0,0
19482,55,38,16.0,3,1.0,927.0,6,1.0,1,0,1,0,0
19483,37,15,30.0,0,29.0,758.0,13,1.0,1,0,1,0,1
19484,20,13,14.0,9,30.0,762.0,8,1.0,0,1,0,0,0
19485,64,24,2.0,3,26.0,263.0,15,1.0,1,0,1,0,0
19486,38,48,10.0,7,0.0,644.0,27,1.0,0,0,0,0,1
19487,30,43,16.0,10,20.0,975.0,27,1.0,0,0,1,1,0
19488,61,3,11.0,4,24.0,532.0,13,1.0,0,1,0,0,0
19489,54,27,13.0,1,9.0,780.0,29,1.0,0,1,0,0,0
19490,21,18,21.0,2,11.0,160.0,27,1.0,1,0,0,1,0
19491,33,6,17.0,10,8.0,538.0,4,1.0,1,0,0,0,1
19492,50,20,28.0,5,5.0,384.0,10,1.0,0,0,1,1,0
19493,29,33,14.0,0,15.0,996.0,11,0.0,1,0,1,0,1
19494,20,35,22.0,4,14.0,873.0,2,1.0,0,0,0,0,0
19495,59,34,27.0,3,6.0,932.0,4,1.0,1,1,0,1,0
19496,38,52,25.0,6,0.0,302.0,2,1.0,1,0,0,1,0
19497,65,41,5.0,5,20.0,153.0,10,1.0,0,0,0,0,1
19498,50,49,16.0,8,4.0,566.0,1,1.0,0,0,1,0,1
19499,24,21,29.0,7,5.0,625.0,5,1.0,0,1,0,0,0
19500,46,46,26.0,1,3.0,297.0,8,1.0,0,1,0,0,0
19501,42,33,7.0,0,12.0,209.0,29,1.0,1,0,0,1,0
19502,20,26,1.0,2,27.0,610.0,18,1.0,1,0,1,1,0
19503,51,53,30.0,10,13.0,383.0,26,1.0,0,0,1,1,0
19504,45,47,16.0,5,28.0,813.0,29,1.0,1,0,0,1,0
19505,49,9,4.0,2,9.0,486.0,26,1.0,1,0,1,1,0
19506,24,18,28.0,7,25.0,155.0,1,1.0,1,1,0,0,1
19507,65,34,15.0,8,29.0,227.0,7,1.0,1,0,0,0,0
19508,36,42,1.0,5,20.0,848.0,23,1.0,1,1,0,0,0
19509,48,27,9.0,0,12.0,377.0,14,1.0,1,0,1,1,0
19510,42,60,5.0,9,5.0,616.0,30,1.0,0,0,0,1,0
19511,30,17,8.0,3,5.0,245.0,21,1.0,1,0,0,0,0
19512,41,59,14.0,0,30.0,965.0,1,1.0,1,1,0,1,0
19513,61,15,27.0,3,18.0,290.0,18,1.0,1,1,0,1,0
19514,51,45,13.0,0,22.0,685.0,14,1.0,0,0,1,1,0
19515,28,46,9.0,0,4.0,732.0,13,0.0,0,0,0,0,1
19516,57,42,11.0,2,30.0,924.0,24,1.0,0,0,1,0,0
19517,42,59,10.0,2,9.0,349.0,18,1.0,1,1,0,0,0
19518,40,54,11.0,3,16.0,646.0,6,0.0,1,1,0,0,0
19519,51,18,26.0,7,10.0,623.0,2,1.0,0,0,1,0,1
19520,33,18,3.0,9,10.0,206.0,9,1.0,1,0,1,0,0
19521,42,47,25.0,9,21.0,384.0,21,1.0,0,1,0,0,0
19522,43,20,9.0,10,8.0,661.0,27,1.0,0,1,0,1,0
19523,42,30,12.0,5,17.0,790.0,10,1.0,1,0,0,0,1
19524,31,49,25.0,1,23.0,973.0,9,1.0,0,1,0,0,1
19525,36,60,24.0,4,22.0,498.0,2,1.0,0,0,0,0,0
19526,40,33,2.0,9,25.0,801.0,5,1.0,1,0,0,0,1
19527,41,51,15.0,1,12.0,729.0,13,1.0,1,1,0,1,0
19528,24,54,17.0,0,10.0,321.0,18,1.0,1,1,0,1,0
19529,34,3,17.0,2,0.0,621.0,7,0.0,1,1,0,0,0
19530,39,8,9.0,9,25.0,565.0,15,1.0,0,0,0,1,0
19531,21,2,22.0,4,3.0,201.0,12,1.0,1,0,0,0,1
19532,50,53,28.0,0,4.0,688.0,5,1.0,0,1,0,1,0
19533,19,23,23.0,10,7.0,391.0,17,1.0,0,0,0,1,0
19534,40,11,26.0,3,17.0,262.0,12,1.0,0,0,0,0,0
19535,24,50,11.0,9,13.0,484.0,9,1.0,1,1,0,1,0
19536,65,42,19.0,4,27.0,553.0,5,1.0,1,0,0,1,0
19537,62,32,17.0,8,12.0,500.0,17,1.0,1,1,0,1,0
19538,61,57,29.0,0,22.0,679.0,22,1.0,1,0,0,0,0
19539,23,53,22.0,8,6.0,944.0,21,1.0,1,1,0,0,0
19540,24,60,17.0,4,10.0,486.0,15,1.0,1,0,1,0,1
19541,55,18,4.0,6,18.0,155.0,24,1.0,1,0,0,0,0
19542,32,13,21.0,8,21.0,743.0,25,1.0,0,1,0,0,1
19543,37,30,16.0,8,30.0,800.0,22,1.0,1,0,1,0,1
19544,31,15,17.0,2,11.0,527.0,30,1.0,0,1,0,0,0
19545,29,42,24.0,6,4.0,718.0,8,1.0,1,1,0,1,0
19546,26,3,24.0,9,7.0,624.0,18,1.0,1,0,0,1,0
19547,36,16,7.0,8,25.0,568.0,8,1.0,1,1,0,0,1
19548,52,33,2.0,2,1.0,854.0,8,1.0,0,0,1,0,0
19549,27,15,14.0,2,25.0,637.0,7,1.0,0,0,0,0,1
19550,33,40,24.0,10,23.0,701.0,9,1.0,1,0,0,1,0
19551,28,45,10.0,10,19.0,482.0,21,1.0,1,0,0,0,1
19552,23,15,18.0,8,21.0,710.0,7,1.0,1,0,0,1,0
19553,65,54,4.0,8,29.0,773.0,2,1.0,0,0,0,0,0
19554,26,25,13.0,5,17.0,415.0,30,1.0,1,0,1,0,0
19555,35,10,24.0,3,26.0,570.0,26,1.0,1,1,0,0,1
19556,25,29,14.0,2,30.0,178.0,20,1.0,1,0,0,0,1
